"ORF","GENE","GO set","GO term","GO ID","order"
"YBL072C","RPS8A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YCL059C","KRR1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDR450W","RPS18A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YPR112C","MRD1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YCL031C","RRP7","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YCR057C","PWP2","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDR064W","RPS13","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDR378C","LSM6","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YMR290C","HAS1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YOR310C","NOP58","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YOR004W","UTP23","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YLR222C","UTP13","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YGR090W","UTP22","P","ribosomal small subunit biogenesis","GO:0042274","b"
"snR17b","SNR17B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YGR128C","UTP8","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YKL156W","RPS27A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YJL010C","NOP9","P","ribosomal small subunit biogenesis","GO:0042274","b"
"snR10","SNR10","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YGR103W","NOP7","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDL166C","FAP7","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDR324C","UTP4","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDL153C","SAS10","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YLL011W","SOF1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YMR229C","RRP5","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YOR205C","GEP3","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YHR148W","IMP3","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YKL099C","UTP11","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YPL266W","DIM1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YEL026W","SNU13","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YLR068W","FYV7","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YGR271C-A","EFG1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YNL207W","RIO2","P","ribosomal small subunit biogenesis","GO:0042274","b"
"HRA1","HRA1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YKL082C","RRP14","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YLR409C","UTP21","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDR398W","UTP5","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YLR336C","SGD1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YNL075W","IMP4","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YGR159C","NSR1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YCR047C","BUD23","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YMR269W","TMA23","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YOR145C","PNO1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YGR214W","RPS0A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YBR247C","ENP1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YLR167W","RPS31","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YKL143W","LTV1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YBR181C","RPS6B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YOR078W","BUD21","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YGR251W","NOP19","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDL148C","NOP14","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YPL012W","RRP12","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YOL010W","RCL1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YBL004W","UTP20","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YAL035W","FUN12","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YFR001W","LOC1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YNL308C","KRI1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YOR056C","NOB1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YOL121C","RPS19A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDL213C","NOP6","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YMR143W","RPS16A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YOL022C","TSR4","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YKR057W","RPS21A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDL083C","RPS16B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDL060W","TSR1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YBR048W","RPS11B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YPL126W","NAN1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YPR144C","NOC4","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YER074W","RPS24A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDR299W","BFR2","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YIL019W","FAF1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YHL015W","RPS20","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YPL204W","HRR25","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YNL224C","SQS1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YJR002W","MPP10","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YPL239W","YAR1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YMR093W","UTP15","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YNR054C","ESF2","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YML024W","RPS17A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YAL026C","DRS2","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YHR196W","UTP9","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDR021W","FAL1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YKR060W","UTP30","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YMR128W","ECM16","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YHR065C","RRP3","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YPL081W","RPS9A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YIL069C","RPS24B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YHR169W","DBP8","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YLR192C","HCR1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YLR051C","FCF2","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YNL302C","RPS19B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YJL136C","RPS21B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"snR17a","SNR17A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YCR031C","RPS14A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YPR132W","RPS23B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YPL226W","NEW1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YGR145W","ENP2","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YJL191W","RPS14B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YML026C","RPS18B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YPL217C","BMS1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YKL078W","DHR2","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YOR287C","RRP36","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YBR189W","RPS9B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YER082C","UTP7","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YPL090C","RPS6A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YLR435W","TSR2","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YLR441C","RPS1A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YJL109C","UTP10","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YLR129W","DIP2","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YJL069C","UTP18","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YGL120C","PRP43","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YNL147W","LSM7","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDR025W","RPS11A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YER127W","LCP5","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YLR186W","EMG1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDR449C","UTP6","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDR457W","TOM1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YGR081C","SLX9","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDR339C","FCF1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YGR118W","RPS23A","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YDR447C","RPS17B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YNL132W","KRE33","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YML093W","UTP14","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YML063W","RPS1B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YGL171W","ROK1","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YER102W","RPS8B","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YIL091C","UTP25","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YMR014W","BUD22","P","ribosomal small subunit biogenesis","GO:0042274","b"
"YHR088W","RPF1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YGL172W","NUP49","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YKR094C","RPL40B","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YKL057C","NUP120","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YLL034C","RIX7","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YNL178W","RPS3","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YGL099W","LSG1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YIL148W","RPL40A","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YPL093W","NOG1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YHR170W","NMD3","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YPL169C","MEX67","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YIL115C","NUP159","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YNL209W","SSB2","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YER125W","RSP5","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YNL227C","JJJ1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YMR235C","RNA1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YFR002W","NIC96","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YAL059W","ECM1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YHR197W","RIX1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YER006W","NUG1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YJL041W","NSP1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YDR361C","BCP1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YJR042W","NUP85","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YGR285C","ZUO1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YDL229W","SSB1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YMR047C","NUP116","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YJL061W","NUP82","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YLR074C","BUD20","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YPL146C","NOP53","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YGR081C","SLX9","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YJL010C","NOP9","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YER036C","ARB1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YGL097W","SRM1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YDR101C","ARX1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YPR016C","TIF6","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YGR218W","CRM1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YDR091C","RLI1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YKL186C","MTR2","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YCR047C","BUD23","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YGR245C","SDA1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YIL063C","YRB2","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YOR098C","NUP1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YPL239W","YAR1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YOR294W","RRS1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YNR053C","NOG2","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YKL143W","LTV1","P","ribosomal subunit export from nucleus","GO:0000054","b"
"YEL054C","RPL12A","P","ribosome assembly","GO:0042255","b"
"YHR088W","RPF1","P","ribosome assembly","GO:0042255","b"
"YOR063W","RPL3","P","ribosome assembly","GO:0042255","b"
"YIR012W","SQT1","P","ribosome assembly","GO:0042255","b"
"YPL131W","RPL5","P","ribosome assembly","GO:0042255","b"
"YPR102C","RPL11A","P","ribosome assembly","GO:0042255","b"
"YLR448W","RPL6B","P","ribosome assembly","GO:0042255","b"
"YHR021C","RPS27B","P","ribosome assembly","GO:0042255","b"
"YCL031C","RRP7","P","ribosome assembly","GO:0042255","b"
"YHR066W","SSF1","P","ribosome assembly","GO:0042255","b"
"YHR085W","IPI1","P","ribosome assembly","GO:0042255","b"
"YER131W","RPS26B","P","ribosome assembly","GO:0042255","b"
"YKL021C","MAK11","P","ribosome assembly","GO:0042255","b"
"YNR054C","ESF2","P","ribosome assembly","GO:0042255","b"
"YLR048W","RPS0B","P","ribosome assembly","GO:0042255","b"
"YPL193W","RSA1","P","ribosome assembly","GO:0042255","b"
"YKL156W","RPS27A","P","ribosome assembly","GO:0042255","b"
"YOL127W","RPL25","P","ribosome assembly","GO:0042255","b"
"YLL008W","DRS1","P","ribosome assembly","GO:0042255","b"
"YPR041W","TIF5","P","ribosome assembly","GO:0042255","b"
"YOL080C","REX4","P","ribosome assembly","GO:0042255","b"
"YGR214W","RPS0A","P","ribosome assembly","GO:0042255","b"
"YKR094C","RPL40B","P","ribosome assembly","GO:0042255","b"
"YBR048W","RPS11B","P","ribosome assembly","GO:0042255","b"
"YMR229C","RRP5","P","ribosome assembly","GO:0042255","b"
"YIL148W","RPL40A","P","ribosome assembly","GO:0042255","b"
"YGL189C","RPS26A","P","ribosome assembly","GO:0042255","b"
"YFL002C","SPB4","P","ribosome assembly","GO:0042255","b"
"YNL182C","IPI3","P","ribosome assembly","GO:0042255","b"
"YCR072C","RSA4","P","ribosome assembly","GO:0042255","b"
"YPR112C","MRD1","P","ribosome assembly","GO:0042255","b"
"YNL163C","RIA1","P","ribosome assembly","GO:0042255","b"
"YLR340W","RPP0","P","ribosome assembly","GO:0042255","b"
"YML024W","RPS17A","P","ribosome assembly","GO:0042255","b"
"YKR081C","RPF2","P","ribosome assembly","GO:0042255","b"
"YAL026C","DRS2","P","ribosome assembly","GO:0042255","b"
"YHR197W","RIX1","P","ribosome assembly","GO:0042255","b"
"YLR075W","RPL10","P","ribosome assembly","GO:0042255","b"
"YML073C","RPL6A","P","ribosome assembly","GO:0042255","b"
"YDR418W","RPL12B","P","ribosome assembly","GO:0042255","b"
"YOL077C","BRX1","P","ribosome assembly","GO:0042255","b"
"YLR221C","RSA3","P","ribosome assembly","GO:0042255","b"
"YDR025W","RPS11A","P","ribosome assembly","GO:0042255","b"
"YLR106C","MDN1","P","ribosome assembly","GO:0042255","b"
"YDR312W","SSF2","P","ribosome assembly","GO:0042255","b"
"Q0158","21S_RRNA","P","ribosome assembly","GO:0042255","b"
"YGL064C","MRH4","P","ribosome assembly","GO:0042255","b"
"YDR447C","RPS17B","P","ribosome assembly","GO:0042255","b"
"YIR026C","YVH1","P","ribosome assembly","GO:0042255","b"
"YJL191W","RPS14B","P","ribosome assembly","GO:0042255","b"
